"question_id","question_type","label","rule_reference","rationale","evidence_session_count","answer_session_count"
"70b3e69b","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"8752c811","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"3249768e","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"1b9b7252","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"1568498a","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"6222b6eb","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"e8a79c70","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"d596882b","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"e3fc4d6e","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"51b23612","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"3e321797","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"e982271f","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"352ab8bd","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"fca762bc","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"7a8d0b71","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"a40e080f","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"8b9d4367","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"5809eb10","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"41275add","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"4388e9dd","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"4baee567","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"561fabcd","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"b759caee","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"ac031881","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"28bcfaac","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"16c90bf4","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"c8f1aeed","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"eaca4986","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"c7cf7dfd","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"e48988bc","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"1de5cff2","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"65240037","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"778164c6","single-session-assistant","out_of_scope","exclusion_4","assistant-side recall without user-state update",1,1
"e47becba","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"118b2229","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"51a45a95","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"58bf7951","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"1e043500","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"c5e8278d","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"6ade9755","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"6f9b354f","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"58ef2f1c","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"f8c5f88b","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"5d3d2817","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"7527f7e2","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"c960da58","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"3b6f954b","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"726462e0","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"94f70d80","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"66f24dbb","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"ad7109d1","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"af8d2e46","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"dccbc061","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"c8c3f81d","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"8ebdbe50","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"6b168ec8","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"75499fd8","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"21436231","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"95bcc1c8","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"0862e8bf","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"853b0a1d","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"a06e4cfe","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"37d43f65","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"b86304ba","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"d52b4f67","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"25e5aa4f","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"caf9ead2","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"8550ddae","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"60d45044","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"3f1e9474","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"86b68151","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"577d4d32","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"ec81a493","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"15745da0","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"e01b8e2f","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"bc8a6e93","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"ccb36322","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"001be529","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"b320f3f8","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"19b5f2b3","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"4fd1909e","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"545bd2b5","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"8a137a7f","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"76d63226","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"86f00804","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"8e9d538c","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"311778f1","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"c19f7a0b","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"4100d0a0","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"29f2956b","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"1faac195","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"faba32e5","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"f4f1d8a4","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"c14c00dd","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"36580ce8","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"3d86fd0a","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"a82c026e","single-session-user","out_of_scope","inclusion_3","single-fact recall without update/correction boundary",1,1
"0862e8bf_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"15745da0_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"bc8a6e93_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"19b5f2b3_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"29f2956b_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"f4f1d8a4_abs","single-session-user","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",1,1
"gpt4_59149c77","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_f49edff3","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"71017276","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"b46e15ed","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",4,4
"gpt4_fa19884c","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"0bc8ad92","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"af082822","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_4929293a","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_b5700ca9","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"9a707b81","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_1d4ab0c9","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_e072b769","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"0db4c65d","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_1d80365e","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_7f6b06db","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"gpt4_6dc9b45b","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_8279ba02","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_18c2b244","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"gpt4_a1b77f9c","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",6,6
"gpt4_1916e0ea","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_7a0daae1","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_468eb063","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_7abb270c","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",6,6
"gpt4_1e4a8aeb","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_4fc4f797","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"4dfccbf7","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_61e13b3c","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_45189cb4","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"2ebe6c90","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_e061b84f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"370a8ff4","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_d6585ce8","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",5,5
"gpt4_4ef30696","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_ec93e27f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"6e984301","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"8077ef71","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_f420262c","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",5,5
"gpt4_8e165409","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_74aed68e","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"bcbe585f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_21adecb5","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"5e1b23de","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_98f46fc6","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_af6db32f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"eac54adc","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_7ddcf75f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_a2d1d1f6","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_85da3956","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_b0863698","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_68e94287","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_e414231e","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_7ca326fa","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"gpt4_7bc6cf22","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"2ebe6c92","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_e061b84g","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"71017277","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"b46e15ee","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",4,4
"gpt4_d6585ce9","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",5,5
"gpt4_1e4a8aec","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_f420262d","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",5,5
"gpt4_59149c78","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_e414231f","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_4929293b","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_468eb064","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_fa19884d","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"9a707b82","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"eac54add","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"4dfccbf8","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"0bc8ad93","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",3,3
"6e984302","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"gpt4_8279ba03","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_b5700ca0","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",1,1
"gpt4_68e94288","temporal-reasoning","out_of_scope","inclusion_3","time comparison/date arithmetic without dated contradiction or supersession boundary",2,2
"d3ab962e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"2311e44b","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"cc06de0d","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a11281a2","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"4f54b7c9","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"85fa3a3f","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"9aaed6a3","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"1f2b8d4f","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"e6041065","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"51c32626","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"d905b33f","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"7405e8b1","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"f35224e0","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"6456829e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a4996e51","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"3c1045c8","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"60036106","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"681a1674","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"e25c3b8d","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"4adc0475","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"4bc144e2","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"ef66a6e5","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"5025383b","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a1cc6108","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"9ee3ecd6","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"3fdac837","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"91b15a6e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"27016adc","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"720133ac","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"77eafa52","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"8979f9ec","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"0100672e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a96c20ee","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"92a0aa75","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"3fe836c9","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"1c549ce4","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"6c49646a","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"1192316e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"0ea62687","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"67e0d0f2","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"bb7c3b45","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"ba358f49","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"61f8c8f8","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"60159905","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"ef9cf60a","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"73d42213","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"bc149d6b","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"099778bb","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"09ba9854","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"d6062bb9","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"157a136e","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"c18a7dc8","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a3332713","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"55241a1f","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a08a253f","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"f0e564bc","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"078150f1","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"8cf4d046","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"a346bb18","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"37f165cf","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"8e91e7d9","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"87f22b4a","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"e56a43b9","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"efc3f7c2","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"21d02d0d","multi-session","out_of_scope","exclusion_3","aggregation across sessions without correction boundary",2,2
"2311e44b_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
"6456829e_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
"e5ba910e_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
"a96c20ee_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
"ba358f49_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
"09ba9854_abs","multi-session","out_of_scope","exclusion_1","abstention instance has no retrieval-answer denominator",2,2
